class_id, class_name, confidence
52, Cadillac SRX SUV 2012, 0.9975106716156006
156, Lincoln Town Car Sedan 2011, 0.9992749094963074
166, Mercedes-Benz Sprinter Van 2012, 0.9300026297569275
74, Chevrolet Silverado 1500 Extended Cab 2012, 0.993605375289917
123, Geo Metro Convertible 1993, 0.9999529123306274
31, BMW 6 Series Convertible 2007, 0.8995134830474854
41, Bentley Mulsanne Sedan 2011, 0.9999977350234985
2, Acura RL Sedan 2012, 0.999981164932251
134, Hyundai Sonata Hybrid Sedan 2012, 0.9999456405639648
135, Hyundai Elantra Sedan 2007, 0.9984172582626343
13, Audi A5 Coupe 2012, 0.9388309717178345
81, Chrysler PT Cruiser Convertible 2008, 0.9998377561569214
161, Mercedes-Benz 300-Class Convertible 1993, 0.9998390674591064
49, Buick Verano Sedan 2012, 0.9970117807388306
33, BMW X6 SUV 2012, 0.9053956270217896
112, Ford GT Coupe 2006, 0.32545989751815796
17, Audi 100 Sedan 1994, 0.9023678302764893
35, BMW M5 Sedan 2010, 0.9997267127037048
110, Ford Edge SUV 2012, 0.9862935543060303
20, Audi S6 Sedan 2011, 0.9999979734420776
104, Ferrari 458 Italia Coupe 2012, 0.9968783855438232
85, Dodge Caravan Minivan 1997, 0.99989914894104
28, BMW 1 Series Coupe 2012, 0.9989092350006104
143, Isuzu Ascender SUV 2008, 0.9944525361061096
160, McLaren MP4-12C Coupe 2012, 0.9999997615814209
19, Audi TT Hatchback 2011, 0.38877058029174805
126, Honda Odyssey Minivan 2012, 0.9999997615814209
175, Rolls-Royce Phantom Drophead Coupe Convertible 2012, 0.2388238161802292
159, Mazda Tribute SUV 2011, 0.9997939467430115
28, BMW 1 Series Coupe 2012, 0.9998005032539368
126, Honda Odyssey Minivan 2012, 0.9963175058364868
53, Cadillac Escalade EXT Crew Cab 2007, 0.47484564781188965
19, Audi TT Hatchback 2011, 0.5169743895530701
87, Dodge Ram Pickup 3500 Quad Cab 2009, 0.9997020363807678
24, Audi S4 Sedan 2007, 0.9067575335502625
42, Bentley Continental GT Coupe 2012, 0.4374935030937195
112, Ford GT Coupe 2006, 0.9996546506881714
167, Mitsubishi Lancer Sedan 2012, 0.9999489784240723
9, Aston Martin V8 Vantage Coupe 2012, 0.9975337982177734
172, Plymouth Neon Coupe 1999, 0.9979815483093262
130, Hyundai Veloster Hatchback 2012, 0.9989866614341736
173, Porsche Panamera Sedan 2012, 0.999903678894043
166, Mercedes-Benz Sprinter Van 2012, 0.9640452861785889
108, Ford Freestar Minivan 2007, 0.9991046786308289
67, Chevrolet Malibu Hybrid Sedan 2010, 0.9004954099655151
145, Jeep Patriot SUV 2012, 0.999921441078186
193, Volvo C30 Hatchback 2012, 0.988157331943512
189, Toyota 4Runner SUV 2012, 0.9983482360839844
50, Buick Enclave SUV 2012, 0.9998860359191895
149, Jeep Compass SUV 2012, 0.9999396800994873
79, Chrysler 300 SRT-8 2010, 0.9991130232810974
92, Dodge Magnum Wagon 2008, 0.9999923706054688
88, Dodge Sprinter Cargo Van 2009, 0.996912956237793
33, BMW X6 SUV 2012, 0.9721559286117554
112, Ford GT Coupe 2006, 0.9977211356163025
73, Chevrolet Malibu Sedan 2007, 0.9999010562896729
10, Aston Martin Virage Convertible 2012, 0.9998712539672852
51, Cadillac CTS-V Sedan 2012, 0.9999992847442627
185, Tesla Model S Sedan 2012, 0.9992496371269226
94, Dodge Durango SUV 2012, 0.5865201950073242
142, Infiniti QX56 SUV 2011, 0.9999475479125977
121, GMC Acadia SUV 2012, 0.9999992847442627
72, Chevrolet Monte Carlo Coupe 2007, 0.9999973773956299
8, Aston Martin V8 Vantage Convertible 2012, 0.987712562084198
153, Lamborghini Diablo Coupe 2001, 1.0
96, Dodge Charger Sedan 2012, 0.9999831914901733
123, Geo Metro Convertible 1993, 0.9992198944091797
32, BMW X5 SUV 2007, 0.9860618710517883
186, Toyota Sequoia SUV 2012, 0.9999932050704956
36, BMW M6 Convertible 2010, 0.75899738073349
67, Chevrolet Malibu Hybrid Sedan 2010, 0.9998843669891357
182, Suzuki Kizashi Sedan 2012, 0.9998260140419006
168, Nissan Leaf Hatchback 2012, 0.9999881982803345
2, Acura RL Sedan 2012, 0.9994445443153381
191, Volkswagen Golf Hatchback 1991, 0.9980573058128357
7, Acura ZDX Hatchback 2012, 0.9994001388549805
71, Chevrolet Express Van 2007, 0.9402548670768738
184, Suzuki SX4 Sedan 2012, 0.9999657869338989
63, Chevrolet Sonic Sedan 2012, 0.9999988079071045
99, FIAT 500 Abarth 2012, 0.997559666633606
95, Dodge Durango SUV 2007, 0.9962568283081055
130, Hyundai Veloster Hatchback 2012, 0.9999722242355347
127, Honda Odyssey Minivan 2007, 0.9999897480010986
64, Chevrolet Express Cargo Van 2007, 0.8469395637512207
153, Lamborghini Diablo Coupe 2001, 0.9999961853027344
172, Plymouth Neon Coupe 1999, 0.9999468326568604
101, Ferrari FF Coupe 2012, 0.9999974966049194
191, Volkswagen Golf Hatchback 1991, 0.6718052625656128
35, BMW M5 Sedan 2010, 0.9564532041549683
25, Audi TT RS Coupe 2012, 0.8355944752693176
36, BMW M6 Convertible 2010, 0.9999933242797852
49, Buick Verano Sedan 2012, 0.9997747540473938
193, Volvo C30 Hatchback 2012, 0.9905560612678528
149, Jeep Compass SUV 2012, 0.9999231100082397
132, Hyundai Tucson SUV 2012, 0.9999665021896362
147, Jeep Liberty SUV 2012, 0.9340021014213562
166, Mercedes-Benz Sprinter Van 2012, 0.9999997615814209
61, Chevrolet Impala Sedan 2007, 0.948737382888794
117, Ford Fiesta Sedan 2012, 0.9853909015655518
171, Nissan 240SX Coupe 1998, 0.999745786190033
34, BMW M3 Coupe 2012, 0.7297424674034119
40, Bentley Arnage Sedan 2009, 0.9909528493881226
135, Hyundai Elantra Sedan 2007, 0.998600423336029
189, Toyota 4Runner SUV 2012, 0.9765437245368958
147, Jeep Liberty SUV 2012, 0.9999545812606812
109, Ford Expedition EL SUV 2009, 0.9992340803146362
3, Acura TL Sedan 2012, 0.9993036985397339
51, Cadillac CTS-V Sedan 2012, 0.9999997615814209
137, Hyundai Genesis Sedan 2012, 0.9999920129776001
150, Lamborghini Reventon Coupe 2008, 0.9999959468841553
126, Honda Odyssey Minivan 2012, 0.9999933242797852
37, BMW X3 SUV 2012, 0.987031877040863
189, Toyota 4Runner SUV 2012, 0.9796381592750549
31, BMW 6 Series Convertible 2007, 0.9911186099052429
73, Chevrolet Malibu Sedan 2007, 0.9998327493667603
102, Ferrari California Convertible 2012, 0.9999123811721802
49, Buick Verano Sedan 2012, 0.4594377875328064
147, Jeep Liberty SUV 2012, 0.9932671785354614
19, Audi TT Hatchback 2011, 0.9999685287475586
140, Hyundai Azera Sedan 2012, 0.999971866607666
166, Mercedes-Benz Sprinter Van 2012, 0.9999066591262817
63, Chevrolet Sonic Sedan 2012, 0.9999728202819824
70, Chevrolet Silverado 1500 Classic Extended Cab 2007, 0.9999431371688843
170, Nissan Juke Hatchback 2012, 0.997866690158844
29, BMW 3 Series Sedan 2012, 0.999835729598999
105, Fisker Karma Sedan 2012, 0.9999874830245972
22, Audi S5 Coupe 2012, 0.989025890827179
122, GMC Canyon Extended Cab 2012, 0.9998388290405273
146, Jeep Wrangler SUV 2012, 0.9989251494407654
67, Chevrolet Malibu Hybrid Sedan 2010, 0.9997914433479309
74, Chevrolet Silverado 1500 Extended Cab 2012, 0.974665641784668
126, Honda Odyssey Minivan 2012, 0.9998020529747009
103, Ferrari 458 Italia Convertible 2012, 0.9999414682388306
15, Audi R8 Coupe 2012, 0.958228588104248
106, Ford F-450 Super Duty Crew Cab 2012, 0.9999948740005493
41, Bentley Mulsanne Sedan 2011, 0.9999959468841553
96, Dodge Charger Sedan 2012, 0.8983266353607178
104, Ferrari 458 Italia Coupe 2012, 0.9953190684318542
3, Acura TL Sedan 2012, 0.9999983310699463
72, Chevrolet Monte Carlo Coupe 2007, 0.946485161781311
185, Tesla Model S Sedan 2012, 0.9698730111122131
42, Bentley Continental GT Coupe 2012, 0.9247956871986389
90, Dodge Dakota Crew Cab 2010, 0.9980766773223877
190, Volkswagen Golf Hatchback 2012, 0.9995543360710144
98, Eagle Talon Hatchback 1998, 0.999934196472168
18, Audi 100 Wagon 1994, 0.9163889288902283
191, Volkswagen Golf Hatchback 1991, 0.831762433052063
115, Ford Focus Sedan 2007, 0.724310040473938
71, Chevrolet Express Van 2007, 0.8060113787651062
183, Suzuki SX4 Hatchback 2012, 0.998879611492157
11, Aston Martin Virage Coupe 2012, 0.9999023675918579
33, BMW X6 SUV 2012, 0.9846449494361877
41, Bentley Mulsanne Sedan 2011, 0.9997053742408752
3, Acura TL Sedan 2012, 0.9984402060508728
36, BMW M6 Convertible 2010, 0.39037007093429565
88, Dodge Sprinter Cargo Van 2009, 0.9926754832267761
55, Chevrolet Corvette Convertible 2012, 0.9999693632125854
17, Audi 100 Sedan 1994, 0.6732769012451172
167, Mitsubishi Lancer Sedan 2012, 0.9990181922912598
70, Chevrolet Silverado 1500 Classic Extended Cab 2007, 0.9999524354934692
122, GMC Canyon Extended Cab 2012, 0.9999765157699585
151, Lamborghini Aventador Coupe 2012, 0.9981764554977417
139, Hyundai Elantra Touring Hatchback 2012, 0.5405604839324951
26, BMW ActiveHybrid 5 Sedan 2012, 0.9968863129615784
43, Bentley Continental GT Coupe 2007, 0.6166478991508484
179, Spyker C8 Convertible 2009, 0.9989388585090637
117, Ford Fiesta Sedan 2012, 0.9999722242355347
43, Bentley Continental GT Coupe 2007, 0.9100929498672485
27, BMW 1 Series Convertible 2012, 0.9983839988708496
58, Chevrolet Traverse SUV 2012, 0.9991883635520935
167, Mitsubishi Lancer Sedan 2012, 0.5519135594367981
2, Acura RL Sedan 2012, 0.9998601675033569
76, Chrysler Aspen SUV 2009, 0.9999575614929199
89, Dodge Journey SUV 2012, 0.9995958209037781
73, Chevrolet Malibu Sedan 2007, 0.5205066204071045
68, Chevrolet TrailBlazer SS 2009, 0.9999750852584839
48, Buick Rainier SUV 2007, 0.7693401575088501
9, Aston Martin V8 Vantage Coupe 2012, 0.24555477499961853
145, Jeep Patriot SUV 2012, 0.994371771812439
78, Chrysler Town and Country Minivan 2012, 0.99998939037323
159, Mazda Tribute SUV 2011, 0.9999943971633911
85, Dodge Caravan Minivan 1997, 0.9970945119857788
154, Land Rover Range Rover SUV 2012, 0.9996410608291626
94, Dodge Durango SUV 2012, 0.9999876022338867
27, BMW 1 Series Convertible 2012, 0.962827205657959
31, BMW 6 Series Convertible 2007, 0.9857928156852722
12, Audi RS 4 Convertible 2008, 0.5599800944328308
135, Hyundai Elantra Sedan 2007, 0.9994780421257019
171, Nissan 240SX Coupe 1998, 0.9999427795410156
53, Cadillac Escalade EXT Crew Cab 2007, 0.9999516010284424
110, Ford Edge SUV 2012, 0.9999278783798218
120, GMC Yukon Hybrid SUV 2012, 0.9992658495903015
73, Chevrolet Malibu Sedan 2007, 0.9957138299942017
194, Volvo 240 Sedan 1993, 0.9999938011169434
133, Hyundai Veracruz SUV 2012, 0.9996601343154907
113, Ford F-150 Regular Cab 2012, 0.9999947547912598
140, Hyundai Azera Sedan 2012, 0.9999772310256958
110, Ford Edge SUV 2012, 0.9999799728393555
28, BMW 1 Series Coupe 2012, 0.45153751969337463
20, Audi S6 Sedan 2011, 0.9999998807907104
161, Mercedes-Benz 300-Class Convertible 1993, 0.9999492168426514
162, Mercedes-Benz C-Class Sedan 2012, 0.9936925172805786
94, Dodge Durango SUV 2012, 0.9999529123306274
85, Dodge Caravan Minivan 1997, 0.9999966621398926
127, Honda Odyssey Minivan 2007, 0.9966509938240051
119, GMC Savana Van 2012, 1.0
171, Nissan 240SX Coupe 1998, 0.5869584679603577
111, Ford Ranger SuperCab 2011, 0.9997755885124207
27, BMW 1 Series Convertible 2012, 0.9999785423278809
141, Infiniti G Coupe IPL 2012, 0.9976953864097595
6, Acura Integra Type R 2001, 0.9999674558639526
179, Spyker C8 Convertible 2009, 0.9999949932098389
155, Land Rover LR2 SUV 2012, 0.9984235763549805
15, Audi R8 Coupe 2012, 0.8894559144973755
84, Dodge Caliber Wagon 2007, 0.6991360783576965
160, McLaren MP4-12C Coupe 2012, 0.9997077584266663
121, GMC Acadia SUV 2012, 0.9999970197677612
13, Audi A5 Coupe 2012, 0.9974716901779175
101, Ferrari FF Coupe 2012, 0.9999549388885498
178, Scion xD Hatchback 2012, 0.6551122069358826
108, Ford Freestar Minivan 2007, 0.9963924288749695
19, Audi TT Hatchback 2011, 0.17909355461597443
170, Nissan Juke Hatchback 2012, 0.9994031190872192
173, Porsche Panamera Sedan 2012, 0.49656808376312256
167, Mitsubishi Lancer Sedan 2012, 0.9951360821723938
156, Lincoln Town Car Sedan 2011, 0.9998838901519775
194, Volvo 240 Sedan 1993, 0.9999997615814209
184, Suzuki SX4 Sedan 2012, 0.78294438123703
86, Dodge Ram Pickup 3500 Crew Cab 2010, 0.9999939203262329
186, Toyota Sequoia SUV 2012, 0.9979281425476074
126, Honda Odyssey Minivan 2012, 0.9999985694885254
86, Dodge Ram Pickup 3500 Crew Cab 2010, 0.999887228012085
168, Nissan Leaf Hatchback 2012, 0.9997547268867493
173, Porsche Panamera Sedan 2012, 0.999975323677063
52, Cadillac SRX SUV 2012, 0.9999603033065796
180, Spyker C8 Coupe 2009, 0.9996587038040161
20, Audi S6 Sedan 2011, 0.9999998807907104
74, Chevrolet Silverado 1500 Extended Cab 2012, 0.9710564613342285
122, GMC Canyon Extended Cab 2012, 0.5352320671081543
139, Hyundai Elantra Touring Hatchback 2012, 0.9999741315841675
94, Dodge Durango SUV 2012, 0.9999988079071045
98, Eagle Talon Hatchback 1998, 0.9999427795410156
122, GMC Canyon Extended Cab 2012, 0.9994763731956482
144, Jaguar XK XKR 2012, 0.9999997615814209
13, Audi A5 Coupe 2012, 0.9999281167984009
72, Chevrolet Monte Carlo Coupe 2007, 0.4356372356414795
138, Hyundai Sonata Sedan 2012, 0.9987874627113342
34, BMW M3 Coupe 2012, 0.9999735355377197
164, Mercedes-Benz E-Class Sedan 2012, 0.999924898147583
43, Bentley Continental GT Coupe 2007, 0.9648779034614563
8, Aston Martin V8 Vantage Convertible 2012, 0.9998918771743774
62, Chevrolet Tahoe Hybrid SUV 2012, 0.9867398738861084
165, Mercedes-Benz S-Class Sedan 2012, 0.9568008780479431
148, Jeep Grand Cherokee SUV 2012, 0.9999778270721436
165, Mercedes-Benz S-Class Sedan 2012, 0.9957139492034912
177, Rolls-Royce Phantom Sedan 2012, 0.8331957459449768
89, Dodge Journey SUV 2012, 0.9999992847442627
20, Audi S6 Sedan 2011, 0.8059603571891785
26, BMW ActiveHybrid 5 Sedan 2012, 0.46189260482788086
195, Volvo XC90 SUV 2007, 0.9992241859436035
146, Jeep Wrangler SUV 2012, 0.9977350234985352
23, Audi S4 Sedan 2012, 0.7887782454490662
102, Ferrari California Convertible 2012, 0.9999872446060181
26, BMW ActiveHybrid 5 Sedan 2012, 0.999409556388855
110, Ford Edge SUV 2012, 0.9998326301574707
20, Audi S6 Sedan 2011, 0.9753804206848145
52, Cadillac SRX SUV 2012, 0.9999942779541016
104, Ferrari 458 Italia Coupe 2012, 0.9989466071128845
20, Audi S6 Sedan 2011, 0.8014578819274902
114, Ford F-150 Regular Cab 2007, 0.9593966007232666
190, Volkswagen Golf Hatchback 2012, 0.9872662425041199
164, Mercedes-Benz E-Class Sedan 2012, 0.9994482398033142
170, Nissan Juke Hatchback 2012, 0.23956234753131866
13, Audi A5 Coupe 2012, 0.9985061287879944
14, Audi TTS Coupe 2012, 0.9451557397842407
42, Bentley Continental GT Coupe 2012, 0.9887201189994812
132, Hyundai Tucson SUV 2012, 0.7976717948913574
60, Chevrolet HHR SS 2010, 0.9999175071716309
54, Chevrolet Silverado 1500 Hybrid Crew Cab 2012, 0.9999479055404663
86, Dodge Ram Pickup 3500 Crew Cab 2010, 0.997940719127655
118, GMC Terrain SUV 2012, 0.9999455213546753
1, AM General Hummer SUV 2000, 0.9980475902557373
11, Aston Martin Virage Coupe 2012, 0.9999933242797852
2, Acura RL Sedan 2012, 0.9998477697372437
79, Chrysler 300 SRT-8 2010, 0.9990555644035339
62, Chevrolet Tahoe Hybrid SUV 2012, 0.9665815234184265
48, Buick Rainier SUV 2007, 0.7323030233383179
150, Lamborghini Reventon Coupe 2008, 0.9998257756233215
151, Lamborghini Aventador Coupe 2012, 0.9469372034072876
168, Nissan Leaf Hatchback 2012, 0.9999997615814209
141, Infiniti G Coupe IPL 2012, 0.7228404879570007
9, Aston Martin V8 Vantage Coupe 2012, 0.9951229691505432
158, Maybach Landaulet Convertible 2012, 0.9998621940612793
105, Fisker Karma Sedan 2012, 0.9999650716781616
92, Dodge Magnum Wagon 2008, 0.6117357611656189
48, Buick Rainier SUV 2007, 0.9991775155067444
36, BMW M6 Convertible 2010, 0.9999797344207764
101, Ferrari FF Coupe 2012, 0.9999386072158813
168, Nissan Leaf Hatchback 2012, 0.4405900835990906
174, Ram C/V Cargo Van Minivan 2012, 0.3385689854621887
65, Chevrolet Avalanche Crew Cab 2012, 0.9972847700119019
63, Chevrolet Sonic Sedan 2012, 0.9999980926513672
142, Infiniti QX56 SUV 2011, 0.9416484236717224
147, Jeep Liberty SUV 2012, 0.9997095465660095
164, Mercedes-Benz E-Class Sedan 2012, 0.4812277853488922
118, GMC Terrain SUV 2012, 0.9999994039535522
145, Jeep Patriot SUV 2012, 0.8238682150840759
193, Volvo C30 Hatchback 2012, 0.9999762773513794
72, Chevrolet Monte Carlo Coupe 2007, 0.9927088022232056
53, Cadillac Escalade EXT Crew Cab 2007, 0.9767647385597229
72, Chevrolet Monte Carlo Coupe 2007, 0.9394604563713074
